path,label,label_id
Tomato_Late_blight/5e7a999e-6617-4c94-8c57-c1b0e1a392b9___RS_Late.B 5636.JPG,Tomato_Late_blight,2
Tomato_healthy/bb49e566-90cf-48c2-ae3a-83b7f362b703___RS_HL 0347.JPG,Tomato_healthy,0
Tomato_Leaf_Mold/705e1448-cb1b-4047-802a-a0deb547bc2e___Crnl_L.Mold 8670.JPG,Tomato_Leaf_Mold,3
Tomato_Late_blight/ed06f115-9ca4-44d7-be94-e514a5ca58ce___GHLB2 Leaf 148.3.JPG,Tomato_Late_blight,2
Tomato_Leaf_Mold/9ab60a88-cd38-43c0-998d-4503e4bdc8b2___Crnl_L.Mold 6749.JPG,Tomato_Leaf_Mold,3
Tomato_Leaf_Mold/9a5845de-1487-402e-ab3d-bdd3ccf48175___Crnl_L.Mold 6809.JPG,Tomato_Leaf_Mold,3
Tomato_Leaf_Mold/c661bd24-6fcf-4802-9010-68ef6e2e7fa8___Crnl_L.Mold 6644.JPG,Tomato_Leaf_Mold,3
Tomato_Leaf_Mold/16cf47c0-abb4-47e3-bab3-4a7c6348b7ab___Crnl_L.Mold 6995.JPG,Tomato_Leaf_Mold,3
Tomato_healthy/77cd9b9e-9115-46ea-9c85-9744f1793b32___RS_HL 9699.JPG,Tomato_healthy,0
Tomato_Leaf_Mold/54ad9e10-f37e-40af-89ab-43ec8bcfbb55___Crnl_L.Mold 9057.JPG,Tomato_Leaf_Mold,3
Tomato_Late_blight/4c27ed2d-96c2-4f8f-ac68-d699bc665cec___GHLB2 Leaf 8954.JPG,Tomato_Late_blight,2
Tomato_healthy/fde29807-8223-4fc5-a06b-7cc93101a6d1___GH_HL Leaf 174.JPG,Tomato_healthy,0
Tomato_healthy/2c741e7d-d03b-4903-8e42-1e43f5ad7286___RS_HL 0131.JPG,Tomato_healthy,0
Tomato_healthy/23726cb5-c36a-4016-aa3b-e60e32a0d9ec___RS_HL 9717.JPG,Tomato_healthy,0
Tomato_Late_blight/c614e6d5-04cc-4846-9867-84c83961c5cf___GHLB2 Leaf 8617.JPG,Tomato_Late_blight,2
Tomato_healthy/a54804c7-1bc2-439a-a09f-3d1a6ce81856___GH_HL Leaf 309.1.JPG,Tomato_healthy,0
Tomato_Early_blight/10a46a0b-debe-49f9-8562-c7c81855160e___RS_Erly.B 6339.JPG,Tomato_Early_blight,1
Tomato_Early_blight/250f6c43-1800-4c21-9d73-cc51fe144bbc___RS_Erly.B 6356.JPG,Tomato_Early_blight,1
Tomato_healthy/bd531960-92ec-4745-9e25-645decb4b2b0___RS_HL 0542.JPG,Tomato_healthy,0
Tomato_Late_blight/938a5ed3-127f-4e05-8e96-9d2225d094c7___GHLB2 Leaf 8784.JPG,Tomato_Late_blight,2
Tomato_Leaf_Mold/f2b42380-d2e4-4335-8e49-43cef9e4d357___Crnl_L.Mold 7068.JPG,Tomato_Leaf_Mold,3
Tomato_healthy/6a8b21cc-35c6-4e5e-8f9d-a4a3591cc665___RS_HL 9961.JPG,Tomato_healthy,0
Tomato_Early_blight/2d3d1221-2f62-43ad-8256-b560c1872934___RS_Erly.B 7465.JPG,Tomato_Early_blight,1
Tomato_healthy/28e62e2d-8aba-48df-9eff-3d70a5b7775d___RS_HL 9870.JPG,Tomato_healthy,0
Tomato_Late_blight/e5b328bf-1f13-4831-bd63-b1bdb30f02d9___GHLB2 Leaf 8674.JPG,Tomato_Late_blight,2
Tomato_Early_blight/12c1c25b-6809-45d8-9a20-969de7860b5d___RS_Erly.B 6372.JPG,Tomato_Early_blight,1
Tomato_Early_blight/3b1caf5d-9b90-4adc-bde6-8a16af479f0a___RS_Erly.B 8270.JPG,Tomato_Early_blight,1
Tomato_Late_blight/5e590575-5588-422f-96a7-5e8c920fc7e2___GHLB2 Leaf 8671.JPG,Tomato_Late_blight,2
Tomato_Leaf_Mold/a9ed3e3f-7c8c-4a0e-ae96-8bf55585a522___Crnl_L.Mold 7082.JPG,Tomato_Leaf_Mold,3
Tomato_Leaf_Mold/bb32ae25-2654-4a74-86d4-eec29fb244a5___Crnl_L.Mold 6968.JPG,Tomato_Leaf_Mold,3
Tomato_Bacterial_spot/f248467c-ef23-484b-99d3-019559f58f4d___UF.GRC_BS_Lab Leaf 0407.JPG,Tomato_Bacterial_spot,4
Tomato_healthy/efe384e9-8131-4164-884f-dff1d0995608___RS_HL 0272.JPG,Tomato_healthy,0
Tomato_Early_blight/76e4e737-6526-4007-923f-5b6c1e9951ed___RS_Erly.B 7759.JPG,Tomato_Early_blight,1
Tomato_healthy/32a852af-ca60-4235-806a-21940281ed8b___RS_HL 0625.JPG,Tomato_healthy,0
Tomato_Late_blight/149b8460-2bf2-409a-ad61-b8f34d33cd82___RS_Late.B 6826.JPG,Tomato_Late_blight,2
Tomato_Leaf_Mold/d2102d1d-e4f2-40d3-84aa-7281e053e646___Crnl_L.Mold 9111.JPG,Tomato_Leaf_Mold,3
Tomato_Leaf_Mold/58716bd0-de1b-480d-9381-af08e2f13813___Crnl_L.Mold 6732.JPG,Tomato_Leaf_Mold,3
Tomato_Leaf_Mold/f61fcad0-2f24-461e-9dc7-4908d950f397___Crnl_L.Mold 8860.JPG,Tomato_Leaf_Mold,3
Tomato_healthy/989c19ba-120b-472c-abe1-821da1b065d0___RS_HL 0280.JPG,Tomato_healthy,0
Tomato_Late_blight/a98fa7c9-5ed7-4232-8ea8-28cf75c7869e___RS_Late.B 6888.JPG,Tomato_Late_blight,2
Tomato_Late_blight/fc0cec90-4a1e-4cdc-95cf-a34abc1dc8c9___GHLB2 Leaf 117.2.JPG,Tomato_Late_blight,2
Tomato_Leaf_Mold/c92cbefd-7687-4a82-a07e-95cf5990c1d9___Crnl_L.Mold 8698.JPG,Tomato_Leaf_Mold,3
Tomato_Late_blight/22c36fa3-849f-4918-8790-99a8bda1e527___RS_Late.B 5987.JPG,Tomato_Late_blight,2
Tomato_Bacterial_spot/b700874c-33cd-4e1d-8b84-f6313e31fc56___GCREC_Bact.Sp 5690.JPG,Tomato_Bacterial_spot,4
Tomato_Bacterial_spot/dc425296-15d3-45ba-95b9-018fc4494e1e___GCREC_Bact.Sp 5682.JPG,Tomato_Bacterial_spot,4
Tomato_Bacterial_spot/8ff89c36-cac0-4ed5-ac93-206411247229___GCREC_Bact.Sp 6377.JPG,Tomato_Bacterial_spot,4
Tomato_Early_blight/e803b217-d9a9-4b0d-9ea1-679145625159___RS_Erly.B 9571.JPG,Tomato_Early_blight,1
Tomato_Leaf_Mold/a639c56d-f9e3-4f22-b21b-5a19e027d30b___Crnl_L.Mold 9108.JPG,Tomato_Leaf_Mold,3
Tomato_Late_blight/4780302b-3329-4f1f-a697-67698af1d261___RS_Late.B 6319.JPG,Tomato_Late_blight,2
Tomato_healthy/414359b9-153b-4985-bfe0-eaf22f7ff6ab___RS_HL 0062.JPG,Tomato_healthy,0
Tomato_healthy/ef21da16-050f-4be8-a91f-e1fa13ce3991___RS_HL 0242.JPG,Tomato_healthy,0
Tomato_Bacterial_spot/91d2b551-c853-41b2-80b5-f982f6c30553___GCREC_Bact.Sp 2983.JPG,Tomato_Bacterial_spot,4
Tomato_Leaf_Mold/41510736-fe3f-4ad7-888d-2b527f63672d___Crnl_L.Mold 8780.JPG,Tomato_Leaf_Mold,3
Tomato_healthy/a98d00cf-f048-44d7-b82b-3328a8e891b3___RS_HL 0585.JPG,Tomato_healthy,0
Tomato_Leaf_Mold/2aa365ee-c396-47e3-bf04-aad9d18f470f___Crnl_L.Mold 6655.JPG,Tomato_Leaf_Mold,3
Tomato_Late_blight/8733e226-a046-4532-b2fd-e2774a319bde___RS_Late.B 5139.JPG,Tomato_Late_blight,2
Tomato_Bacterial_spot/955d6942-0e13-4221-b349-266e5ae9cc56___GCREC_Bact.Sp 5859.JPG,Tomato_Bacterial_spot,4
Tomato_Leaf_Mold/8faa0c7e-33cd-43cd-8e71-bd9d19ba8e9f___Crnl_L.Mold 6763.JPG,Tomato_Leaf_Mold,3
Tomato_Late_blight/fa4ec25a-250d-4eb3-ba0d-9d1c51eb3995___GHLB2 Leaf 8990.JPG,Tomato_Late_blight,2
Tomato_Late_blight/335be291-a0f7-4b25-aa7c-99af0b073dc9___GHLB2 Leaf 8640.JPG,Tomato_Late_blight,2
Tomato_Bacterial_spot/305e943b-26f0-470a-83e1-3c2c05bac687___GCREC_Bact.Sp 5887.JPG,Tomato_Bacterial_spot,4
Tomato_Late_blight/e35dbe92-b70f-40ee-bd8a-a12ae07682a2___GHLB2 Leaf 9109.JPG,Tomato_Late_blight,2
Tomato_Leaf_Mold/6f0ac1c9-cf47-4d88-87e6-5554dedfa621___Crnl_L.Mold 6663.JPG,Tomato_Leaf_Mold,3
Tomato_Bacterial_spot/7882b2d6-96d2-43db-968c-5790a9dddc18___GCREC_Bact.Sp 6280.JPG,Tomato_Bacterial_spot,4
Tomato_Leaf_Mold/ea19d516-b7fd-45c3-a459-68281f3bd9aa___Crnl_L.Mold 6836.JPG,Tomato_Leaf_Mold,3
Tomato_Late_blight/e58ca54a-9a89-4a92-9869-dc3273e769d9___GHLB2 Leaf 113.2.JPG,Tomato_Late_blight,2
Tomato_Late_blight/06412832-90d3-4713-9e82-f2cca52dadc8___GHLB2 Leaf 8734.JPG,Tomato_Late_blight,2
Tomato_Leaf_Mold/93608d6e-7511-4388-88c1-ef45b754e9c2___Crnl_L.Mold 6580.JPG,Tomato_Leaf_Mold,3
Tomato_healthy/cc86c41e-9f5d-4b68-af29-a3e405edf69d___GH_HL Leaf 324.JPG,Tomato_healthy,0
Tomato_healthy/55d65bad-6553-42a7-916d-6276b3da83b2___RS_HL 0459.JPG,Tomato_healthy,0
Tomato_Late_blight/1f8743b6-f385-4464-9e41-48bd9fe85637___GHLB2 Leaf 8914.JPG,Tomato_Late_blight,2
Tomato_healthy/5b2457f5-96d5-4bcd-8025-dc55e666f660___RS_HL 0605.JPG,Tomato_healthy,0
Tomato_Late_blight/0ac3df5b-d713-42ef-b0ad-20b5410237ad___RS_Late.B 4969.JPG,Tomato_Late_blight,2
Tomato_Late_blight/e4d14fec-dc38-4e88-ac83-1f1b75be5de7___RS_Late.B 6450.JPG,Tomato_Late_blight,2
Tomato_healthy/2d9352d7-2509-40a1-be35-01404448266c___RS_HL 9805.JPG,Tomato_healthy,0
Tomato_Leaf_Mold/51189dab-468d-4304-8368-d0e4e3247194___Crnl_L.Mold 6667.JPG,Tomato_Leaf_Mold,3
Tomato_Early_blight/d41e78aa-0020-457b-a17d-736d426adad5___RS_Erly.B 7755.JPG,Tomato_Early_blight,1
Tomato_Early_blight/d8bfc53d-7b22-48a7-a884-c808927dc149___RS_Erly.B 6349.JPG,Tomato_Early_blight,1
Tomato_Early_blight/fcbc5323-1679-416c-bb10-534e686f21bd___RS_Erly.B 7801.JPG,Tomato_Early_blight,1
Tomato_Leaf_Mold/505aa99f-6336-43e6-b9d1-4ee69c19626d___Crnl_L.Mold 6825.JPG,Tomato_Leaf_Mold,3
Tomato_Early_blight/4ee9cff7-9693-4d51-821b-da31e5df240c___RS_Erly.B 7427.JPG,Tomato_Early_blight,1
Tomato_Bacterial_spot/e4df0a0f-a7cf-4797-a888-9f28d916bccd___GCREC_Bact.Sp 5870.JPG,Tomato_Bacterial_spot,4
Tomato_Late_blight/4780f75c-a79a-47e6-89a0-7ecb5d18876e___RS_Late.B 5499.JPG,Tomato_Late_blight,2
Tomato_Bacterial_spot/b0827469-6ac0-4a9e-baca-ac4763b00f95___GCREC_Bact.Sp 5866.JPG,Tomato_Bacterial_spot,4
Tomato_Early_blight/a0cb35c3-0ae6-4b64-a42f-d14006f3d315___RS_Erly.B 7357.JPG,Tomato_Early_blight,1
Tomato_healthy/0972d906-c7f6-4c30-80f5-6c665ea36770___RS_HL 0115.JPG,Tomato_healthy,0
Tomato_Early_blight/a138ec63-9d5e-4c6d-97d6-da0159c93c0a___RS_Erly.B 7744.JPG,Tomato_Early_blight,1
Tomato_Early_blight/47c05777-ef2f-4baf-8f1a-61ab067a4627___RS_Erly.B 7350.JPG,Tomato_Early_blight,1
Tomato_Early_blight/9a86409c-60ef-4fb5-9783-665065eb5229___RS_Erly.B 7697.JPG,Tomato_Early_blight,1
Tomato_Late_blight/ed70dd6e-db68-4cf5-95b6-e25c67be113f___RS_Late.B 4966.JPG,Tomato_Late_blight,2
Tomato_Early_blight/18a21f42-8794-4665-8174-b0ccd3758af8___RS_Erly.B 7650.JPG,Tomato_Early_blight,1
Tomato_Leaf_Mold/fe52f026-be65-43bf-823e-d5fc9a9b0340___Crnl_L.Mold 6774.JPG,Tomato_Leaf_Mold,3
Tomato_Leaf_Mold/0a9b3ff4-5343-4814-ac2c-fdb3613d4e4d___Crnl_L.Mold 6559.JPG,Tomato_Leaf_Mold,3
Tomato_Early_blight/258e6e39-d791-482c-921d-65048753770a___RS_Erly.B 9422.JPG,Tomato_Early_blight,1
Tomato_Late_blight/dd52a1b4-1d20-4417-96c9-48baac62f15b___RS_Late.B 5202.JPG,Tomato_Late_blight,2
Tomato_healthy/34c81c57-e1fa-49dd-a49d-34fe8b2385fe___GH_HL Leaf 466.1.JPG,Tomato_healthy,0
Tomato_Leaf_Mold/43728975-7569-464b-b67d-a2b3d0f5ddd5___Crnl_L.Mold 6919.JPG,Tomato_Leaf_Mold,3
Tomato_Bacterial_spot/a744a484-d245-40fe-a782-7a21d7cbfab3___GCREC_Bact.Sp 5640.JPG,Tomato_Bacterial_spot,4
Tomato_Early_blight/98009062-b345-4f14-bc90-f458e6027918___RS_Erly.B 7411.JPG,Tomato_Early_blight,1
Tomato_healthy/13688c77-f2ad-4f7c-972c-99d70652fac6___RS_HL 0458.JPG,Tomato_healthy,0
Tomato_healthy/06639369-2e38-48cc-a27a-5b90388d227e___RS_HL 0389.JPG,Tomato_healthy,0
Tomato_Leaf_Mold/abff37d9-e870-4274-a035-923c2bf5edaf___Crnl_L.Mold 6626.JPG,Tomato_Leaf_Mold,3
Tomato_Bacterial_spot/bd968a32-63e8-4f39-a379-c2e469622250___GCREC_Bact.Sp 3496.JPG,Tomato_Bacterial_spot,4
Tomato_Leaf_Mold/b6bdf275-d731-415b-a68d-193bbd6c037a___Crnl_L.Mold 8772.JPG,Tomato_Leaf_Mold,3
Tomato_Early_blight/59dbd132-6e6c-4127-a218-b7602cbee670___RS_Erly.B 9449.JPG,Tomato_Early_blight,1
Tomato_Bacterial_spot/27637c36-4f67-429c-97a0-39d035f3fd38___UF.GRC_BS_Lab Leaf 8864.JPG,Tomato_Bacterial_spot,4
Tomato_Early_blight/b6d8ce15-f786-4998-a67c-1390da696a07___RS_Erly.B 9521.JPG,Tomato_Early_blight,1
Tomato_Bacterial_spot/bc87927b-7858-4d02-ada3-d8dc075bd82b___UF.GRC_BS_Lab Leaf 9048.JPG,Tomato_Bacterial_spot,4
Tomato_Early_blight/511fb1ba-bef6-4144-9e05-461a66022cba___RS_Erly.B 8435.JPG,Tomato_Early_blight,1
Tomato_Bacterial_spot/f9614f74-38f0-4ada-b73f-2a65ae1885c7___GCREC_Bact.Sp 3736.JPG,Tomato_Bacterial_spot,4
Tomato_healthy/5faa74ba-8f46-4b2b-a7bf-3bc8d9458526___RS_HL 9741.JPG,Tomato_healthy,0
Tomato_Leaf_Mold/b9beb5ed-0e80-4a9f-bcec-0be7abc6904d___Crnl_L.Mold 7152.JPG,Tomato_Leaf_Mold,3
Tomato_Late_blight/9c6ebcdb-460b-431d-88d7-56beddc7a490___RS_Late.B 7002.JPG,Tomato_Late_blight,2
Tomato_Bacterial_spot/31549f17-8b3c-4a16-9775-d3c50db39fb8___GCREC_Bact.Sp 5968.JPG,Tomato_Bacterial_spot,4
Tomato_Late_blight/2c2326e9-eb07-45c1-8296-116df4108c03___RS_Late.B 4834.JPG,Tomato_Late_blight,2
Tomato_Bacterial_spot/a7869065-f57e-42ba-aa3e-133fa45a7479___UF.GRC_BS_Lab Leaf 0827.JPG,Tomato_Bacterial_spot,4
Tomato_healthy/e1aeb847-e87b-4f24-aca7-c6e06b6c07ca___GH_HL Leaf 185.JPG,Tomato_healthy,0
Tomato_Early_blight/1e08cf06-c20b-47bc-8773-a22cc730aa04___RS_Erly.B 8228.JPG,Tomato_Early_blight,1
Tomato_Late_blight/526e3337-acab-45da-a988-e6aab8a99281___GHLB2 Leaf 9089.JPG,Tomato_Late_blight,2
Tomato_healthy/0031da2a-8edd-468f-a8b1-106657717a32___RS_HL 0105.JPG,Tomato_healthy,0
Tomato_Leaf_Mold/9b4d930b-ac3a-41c1-a8e8-8930280b5ad5___Crnl_L.Mold 8660.JPG,Tomato_Leaf_Mold,3
Tomato_Leaf_Mold/a0e635a0-0935-4192-94cf-7003875a501e___Crnl_L.Mold 8675.JPG,Tomato_Leaf_Mold,3
Tomato_Bacterial_spot/c10643e1-3d5a-40f6-9357-57aadd3d6721___GCREC_Bact.Sp 3727.JPG,Tomato_Bacterial_spot,4
Tomato_Late_blight/06f654df-cf43-4fd6-b30f-78425136bc35___GHLB2 Leaf 86.2.JPG,Tomato_Late_blight,2
Tomato_Bacterial_spot/a554c4d2-6eb9-438f-ae54-9477b0428ddf___GCREC_Bact.Sp 5570.JPG,Tomato_Bacterial_spot,4
Tomato_healthy/61a348ec-8afa-4445-9a98-6e38ba0cd6d4___RS_HL 9914.JPG,Tomato_healthy,0
Tomato_Leaf_Mold/0adab1d4-5696-4cd8-8453-3931b70e856d___Crnl_L.Mold 8689.JPG,Tomato_Leaf_Mold,3
Tomato_Early_blight/5688c1fd-cd1f-4fb5-9e0b-d12c0c095023___RS_Erly.B 9511.JPG,Tomato_Early_blight,1
Tomato_Bacterial_spot/80f34939-4339-4402-9686-8237034276bc___GCREC_Bact.Sp 5850.JPG,Tomato_Bacterial_spot,4
Tomato_healthy/dbbde73f-e630-4799-9a08-37bd5602f1b2___GH_HL Leaf 208.JPG,Tomato_healthy,0
Tomato_Bacterial_spot/1d83362f-5ea5-40f4-aa21-dfff0e99aff7___UF.GRC_BS_Lab Leaf 0566.JPG,Tomato_Bacterial_spot,4
Tomato_Early_blight/74354e66-6888-4fac-8984-b8f887df2d86___RS_Erly.B 7578.JPG,Tomato_Early_blight,1
Tomato_healthy/acf28842-7821-4f31-ab73-2787e332e852___RS_HL 0011.JPG,Tomato_healthy,0
Tomato_Leaf_Mold/cb956960-ad6c-4a87-bee1-dacfc8acb7d8___Crnl_L.Mold 8945.JPG,Tomato_Leaf_Mold,3
Tomato_Bacterial_spot/f968f18e-bc41-40bd-b838-f535be8afb93___GCREC_Bact.Sp 5744.JPG,Tomato_Bacterial_spot,4
Tomato_Bacterial_spot/e85d64bf-a47c-4d80-8eb8-9059c1eec9a9___GCREC_Bact.Sp 5790.JPG,Tomato_Bacterial_spot,4
Tomato_Leaf_Mold/38ae943e-ebbd-44f9-9d58-ff760f357620___Crnl_L.Mold 6826.JPG,Tomato_Leaf_Mold,3
Tomato_Late_blight/1a33a1fd-d077-4cf6-84ac-7825176e25d2___GHLB2 Leaf 8969.JPG,Tomato_Late_blight,2
Tomato_healthy/f163df8f-6510-4520-82ee-779d2679af33___GH_HL Leaf 422.2.JPG,Tomato_healthy,0
Tomato_Early_blight/3fa32b26-e7bb-493e-b7c2-c40e3f3df380___RS_Erly.B 9546.JPG,Tomato_Early_blight,1
Tomato_healthy/1317fd49-1819-4065-b3a4-d74f9763c7c4___RS_HL 0252.JPG,Tomato_healthy,0
Tomato_healthy/495559bd-76e2-4c7a-935c-3ca1b4cf4b7b___GH_HL Leaf 180.1.JPG,Tomato_healthy,0
Tomato_Bacterial_spot/12e9560a-01a5-4d97-a911-409c11cd0301___GCREC_Bact.Sp 3117.JPG,Tomato_Bacterial_spot,4
Tomato_Early_blight/4c5f5a51-0ea2-477b-a0bf-e0d511f53e87___RS_Erly.B 6397.JPG,Tomato_Early_blight,1
Tomato_Bacterial_spot/23dc9572-9fab-4847-b1dd-9c63e9ee010b___GCREC_Bact.Sp 5811.JPG,Tomato_Bacterial_spot,4
Tomato_Late_blight/a0fe466c-9953-4458-9621-65377e474227___RS_Late.B 6973.JPG,Tomato_Late_blight,2
Tomato_healthy/10b36861-6a00-41d9-9858-e00adcfb17e7___RS_HL 0235.JPG,Tomato_healthy,0
Tomato_Bacterial_spot/7fa9aeec-445b-4211-9a30-862070925330___GCREC_Bact.Sp 6396.JPG,Tomato_Bacterial_spot,4
Tomato_Early_blight/f40b2786-1a17-46e6-b2cb-4ac1beb386fa___RS_Erly.B 6483.JPG,Tomato_Early_blight,1
Tomato_Leaf_Mold/cb88247d-9a2a-4cd9-888a-76d799436f10___Crnl_L.Mold 7125.JPG,Tomato_Leaf_Mold,3
Tomato_Early_blight/6021f415-8463-41eb-ad4c-4033f7d16798___RS_Erly.B 7710.JPG,Tomato_Early_blight,1
Tomato_healthy/37081fee-4a04-4134-99d9-f9ac3801ad47___GH_HL Leaf 201.1.JPG,Tomato_healthy,0
Tomato_Late_blight/87815762-3104-4c15-96c5-238ecda66998___GHLB2 Leaf 124.2.JPG,Tomato_Late_blight,2
Tomato_Late_blight/9718ddc7-7afb-40e4-b94a-bf86c9e0beea___GHLB2 Leaf 8642.JPG,Tomato_Late_blight,2
Tomato_Late_blight/2821660a-106c-4e22-9167-6c22f0dd692b___GHLB2 Leaf 8712.JPG,Tomato_Late_blight,2
Tomato_Bacterial_spot/0f80595f-b712-4028-b7db-7627322ce019___GCREC_Bact.Sp 5712.JPG,Tomato_Bacterial_spot,4
Tomato_Late_blight/a0616fa9-80fb-497d-8791-a9689aecb27f___GHLB2 Leaf 150.2.JPG,Tomato_Late_blight,2
Tomato_Early_blight/e3aef05b-9ed6-421c-a44d-82a996b3e3bb___RS_Erly.B 7803.JPG,Tomato_Early_blight,1
Tomato_Bacterial_spot/da0ffa44-de62-4314-acb2-59218f5deeb5___GCREC_Bact.Sp 6010.JPG,Tomato_Bacterial_spot,4
Tomato_Late_blight/1b212ad6-e65a-4467-bfd1-9f9139070d33___GHLB2 Leaf 8609.JPG,Tomato_Late_blight,2
Tomato_Bacterial_spot/5c438fb1-fb2e-4672-b035-2a1581efa729___GCREC_Bact.Sp 5550.JPG,Tomato_Bacterial_spot,4
Tomato_Late_blight/e82e3fd9-cc3c-4196-9bef-178576b882de___RS_Late.B 6316.JPG,Tomato_Late_blight,2
Tomato_healthy/d95cca34-6952-4d22-9d61-6304dcce3448___GH_HL Leaf 280.1.JPG,Tomato_healthy,0
Tomato_healthy/f2f5162b-7cc7-4315-8692-d1eaab98c554___GH_HL Leaf 507.2.JPG,Tomato_healthy,0
Tomato_Early_blight/6ccc0cdb-d420-4bc6-9a1a-d195a0521c19___RS_Erly.B 9437.JPG,Tomato_Early_blight,1
Tomato_Bacterial_spot/cd4a85cb-1944-44e9-82f7-78f1365a46e0___GCREC_Bact.Sp 5817.JPG,Tomato_Bacterial_spot,4
Tomato_Early_blight/eb807a4d-9d14-49a0-af1f-1e26b093edff___RS_Erly.B 7409.JPG,Tomato_Early_blight,1
Tomato_Bacterial_spot/d623c605-17f1-43b2-af4a-5428367f752f___GCREC_Bact.Sp 6284.JPG,Tomato_Bacterial_spot,4
Tomato_Bacterial_spot/1f6a4e82-1d08-48d0-a488-1a787c854484___GCREC_Bact.Sp 5905.JPG,Tomato_Bacterial_spot,4
Tomato_Leaf_Mold/0a555f63-bf03-4958-8993-e1932b8dce9f___Crnl_L.Mold 9064.JPG,Tomato_Leaf_Mold,3
Tomato_healthy/f7d044c0-6900-4624-9c20-fa27aa0911ff___GH_HL Leaf 275.JPG,Tomato_healthy,0
Tomato_Leaf_Mold/77cd3874-ca19-4bfc-a112-696b240a88f9___Crnl_L.Mold 6652.JPG,Tomato_Leaf_Mold,3
Tomato_healthy/efe02473-2f94-4ff5-a478-cc9d8ebd79da___RS_HL 9671.JPG,Tomato_healthy,0
Tomato_Late_blight/6bc35871-5096-4405-8064-10e586175e9a___RS_Late.B 5584.JPG,Tomato_Late_blight,2
Tomato_Late_blight/0334d40b-d880-442f-a7db-e5c85a2e0bed___RS_Late.B 6367.JPG,Tomato_Late_blight,2
Tomato_Leaf_Mold/c02d931d-c724-49b8-a6c8-440c5492d747___Crnl_L.Mold 6713.JPG,Tomato_Leaf_Mold,3
Tomato_Leaf_Mold/7de0d9b9-6d4f-4375-85c4-a64da65937d8___Crnl_L.Mold 7077.JPG,Tomato_Leaf_Mold,3
Tomato_healthy/9c3ad610-7677-4f3c-9646-88069e0c61cb___GH_HL Leaf 449.2.JPG,Tomato_healthy,0
Tomato_Leaf_Mold/d97b4cea-9445-4051-bc20-f8421dac0d4b___Crnl_L.Mold 6704.JPG,Tomato_Leaf_Mold,3
Tomato_Late_blight/e9b2e447-add8-4ff1-a24b-eb577d0085c7___GHLB2 Leaf 8589.JPG,Tomato_Late_blight,2
Tomato_Late_blight/3d89871d-557a-414e-b726-8f4ba18d30e4___GHLB2 Leaf 8922.JPG,Tomato_Late_blight,2
Tomato_Late_blight/8d5ef81f-1b09-4221-abaa-990bfb2180b9___RS_Late.B 6745.JPG,Tomato_Late_blight,2
Tomato_Bacterial_spot/754dfec2-60c1-4848-803c-21ab8471014e___GCREC_Bact.Sp 3212.JPG,Tomato_Bacterial_spot,4
Tomato_Leaf_Mold/dbbb1200-16e8-4842-acbf-57ccd1afc2dc___Crnl_L.Mold 7035.JPG,Tomato_Leaf_Mold,3
Tomato_Late_blight/62ca9559-f079-4bac-864e-9da06a4eb3a2___GHLB2 Leaf 148.1.JPG,Tomato_Late_blight,2
